0.01793125,0.01814375,0.0135375,0.02893125,0.0191875,0.03085,0.02583125,0.01551875,0.02290625,0.01418125,¾ùÖµ,0.020701875,
0.014625,0.02225,0.02023125,0.0174875,0.02120625,0.02334375,0.0173375,0.01995625,0.0232375,0.01544375,,0.019511875,
0.014125,0.014,0.0182625,0.0168625,0.01328125,0.015525,0.01699375,0.01504375,0.01873125,0.01490625,,0.015773125,
0.01301875,0.01325,0.01806875,0.01276875,0.0137,0.0125125,0.01500625,0.01305625,0.0140625,0.01548125,,0.0140925,
0.01373125,0.01293125,0.01341875,0.0136875,0.0133875,0.012825,0.01385,0.01293125,0.01270625,0.01309375,,0.01325625,
0.01339375,0.0132875,0.01355,0.01350625,0.01300625,0.0134375,0.01329375,0.01324375,0.01379375,0.0140375,,0.013455,
0.0132,0.01306875,0.01324375,0.01311875,0.01288125,0.01341875,0.01368125,0.0128125,0.01418125,0.0139,,0.013350625,
0.01369375,0.0142125,0.01268125,0.01361875,0.0131125,0.01240625,0.0132625,0.0133,0.01593125,0.013075,0.015458828,0.013529375,0.0125
0.0535375,0.05913125,0.05061875,0.04648125,0.04109375,0.04263125,0.04300625,0.0412625,0.0513625,0.05400625,,0.048313125,
0.038825,0.04218125,0.03759375,0.0492,0.04275625,0.03951875,0.0428625,0.04943125,0.04144375,0.04405625,,0.042786875,
0.03019375,0.042375,0.04390625,0.03749375,0.0327875,0.0475375,0.0268375,0.0314875,0.04285625,0.029625,,0.03651,
0.04938125,0.0353,0.0242125,0.02155,0.03211875,0.03455,0.04989375,0.0271625,0.03155,0.025275,,0.033099375,
0.0489875,0.02725,0.04845625,0.0493625,0.0458,0.049825,0.025975,0.021775,0.0246875,0.04781875,,0.03899375,
0.02085625,0.03254375,0.04908125,0.0241,0.028025,0.0485625,0.0213125,0.04825625,0.03126875,0.04936875,,0.0353375,
0.0478,0.0237125,0.0356,0.0276375,0.025125,0.0494875,0.03455,0.02598125,0.0494,0.02769375,,0.03469875,
0.0225125,0.05038125,0.0258625,0.0494125,0.03105625,0.0505125,0.048825,0.050275,0.0494125,0.0490875,0.039059141,0.04273375,0.05
0.08788125,0.08363125,0.08439375,0.09209375,0.07740625,0.0732,0.07798125,0.07638125,0.0718875,0.08235,,0.080720625,
0.0876875,0.0643875,0.08208125,0.07756875,0.076,0.07699375,0.08114375,0.07405625,0.0809625,0.077875,,0.077875625,
0.03861875,0.0884125,0.077125,0.0318625,0.03681875,0.03410625,0.04875625,0.037775,0.03830625,0.04945625,,0.04812375,
0.040125,0.04778125,0.03163125,0.04128125,0.0384125,0.03704375,0.04406875,0.04525625,0.04766875,0.095975,,0.046924375,
0.09206875,0.05738125,0.0533875,0.088875,0.05605,0.08755,0.0583875,0.052875,0.09396875,0.092425,,0.073296875,
0.05238125,0.0466375,0.05056875,0.0479375,0.0660875,0.04764375,0.04780625,0.04365,0.044,0.09063125,,0.053734375,
0.05403125,0.046525,0.0966,0.03630625,0.0936875,0.09668125,0.05168125,0.0571375,0.06145,0.09113125,,0.068523125,
0.0385125,0.05745,0.04363125,0.05545625,0.0390625,0.04528125,0.0572625,0.0988875,0.064375,0.0514625,0.063042109,0.055138125,0.1
0.03410625,0.025375,0.031225,0.0289875,0.035125,0.0242625,0.0276875,0.0216875,0.02980625,0.03403125,,0.029229375,
0.03586875,0.032075,0.03366875,0.02795,0.02333125,0.02659375,0.03061875,0.0279625,0.03014375,0.01986875,,0.028808125,
0.0166875,0.01735,0.0197125,0.01849375,0.02304375,0.01658125,0.02075625,0.019975,0.0165875,0.01965,,0.01888375,
0.01805,0.01825,0.021625,0.01794375,0.01719375,0.02009375,0.02095,0.02068125,0.02026875,0.02074375,,0.01958,
0.0202875,0.02040625,0.0213375,0.0172,0.0212125,0.02115625,0.0206625,0.0201125,0.01771875,0.0200375,,0.020013125,
0.0209875,0.0201125,0.0203125,0.02091875,0.02139375,0.021,0.02086875,0.0206375,0.0212125,0.0206375,,0.020808125,
0.02090625,0.01713125,0.02009375,0.02116875,0.02040625,0.02118125,0.0202625,0.0210125,0.01949375,0.02081875,,0.0202475,
0.0204625,0.01739375,0.02015,0.02075,0.02031875,0.020575,0.02040625,0.02115625,0.020875,0.02071875,0.022231328,0.020280625,0.02
0.15249375,0.154825,0.15170625,0.14796875,0.15330625,0.14173125,0.14920625,0.14941875,0.14095625,0.13466875,,0.147628125,
0.15408125,0.12524375,0.1260625,0.13216875,0.1353,0.1277,0.1525625,0.1255625,0.1189875,0.179975,,0.137764375,
0.0680875,0.07181875,0.08529375,0.0537125,0.05550625,0.05485,0.07521875,0.10225625,0.0684,0.07749375,,0.07126375,
0.08290625,0.08030625,0.06964375,0.0769625,0.05805625,0.0722,0.05813125,0.0677,0.042575,0.0810875,,0.068956875,
0.09275,0.06219375,0.1051,0.0658625,0.07780625,0.0860875,0.0732625,0.182375,0.0895875,0.0945625,,0.09295875,
0.07726875,0.07913125,0.0852875,0.0763625,0.07663125,0.07835625,0.0634125,0.07685625,0.10434375,0.08280625,,0.080045625,
0.18481875,0.1822,0.08770625,0.10248125,0.08393125,0.08891875,0.06796875,0.08995625,0.08273125,0.1128625,,0.1083575,
0.1829375,0.094225,0.105375,0.18531875,0.0916125,0.08728125,0.09648125,0.0817125,0.07411875,0.06349375,0.101653828,0.106255625,0.2
